,Path,Canonical,Transcript,Speaker,L1
1147,L2_arctic_WAV/RRBI_arctic_a0159,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng ah p iy ae n ah ao l hh ih z l ay f,dh eh l uh k ae z dh ao hh iy hh ae d b ih n d r ah m p ih ng ah p iy aa n ah ao l hh ih z l ay f,RRBI,Hindi
1148,L2_arctic_WAV/RRBI_arctic_a0168,ah l ow b uh sh hh w ih p t hh ih m ih n dh ah f ey s ae n d l eh f t n ow s t ih ng,ah l ao b uh sh w ih p t hh ih m ih n dh ah f eh s ae n l eh f t n ao s t ih ng,RRBI,Hindi
1149,L2_arctic_WAV/RRBI_arctic_a0178,eh v r iy b ow n ih n hh er ey jh d b aa d iy s iy m d b r ow k ah n ao r d ih s l ow k ey t ih d,eh v r iy b ao n ih n hh er eh zh d b ao d iy s iy m d b r ao k ah n ao r d ih s l ao k ey t ih d,RRBI,Hindi
1150,L2_arctic_WAV/RRBI_arctic_a0188,t uw jh ay g ae n t ih k aw l z w er t ih r ih ng ae t dh ah k aa r k ah s,t uw jh ay jh ae n t ih k aw l s w eh r t ih r ih ng ae t dh ah k aa r k ah s,RRBI,Hindi
1151,L2_arctic_WAV/RRBI_arctic_a0191,f r er ah t ay m dh ah ih k s ay t ih ng th r ih l ah v hh ih z ae d v eh n ch er w ao z g ao n,f er ah t aa m dh ah eh k s ay t ih ng t r ih l ah f hh ih z ae d v eh n ch ah w ao z g ao n,RRBI,Hindi
1152,L2_arctic_WAV/RRBI_arctic_a0199,dh ah s hh ae d dh ah r aa w ih l d er n ah s p r iy p eh r d hh ih m f ao r dh ih s d ey,d ah z hh ae d dh ah r aa w ay l d ah n ah s p r iy p eh d hh ih m f ao dh ih s d eh,RRBI,Hindi
1153,L2_arctic_WAV/RRBI_arctic_a0208,y uw th hh ae d k ah m b ae k t uw hh er f r iy d f r ah m dh iy y ow k ah v ah p r eh sh ah n,y uw t hh ae d k ah m b ae t uw hh er f r iy d f r ah m dh ah y ao k ah f ah p r eh sh ah n,RRBI,Hindi
1154,L2_arctic_WAV/RRBI_arctic_a0214,b ih s ay d z hh iy w ah z p ey d w ah n k ey s ah v t ah b ae k ow p er hh eh d,b ih s ay d z hh iy w ah z p eh d w ah n k eh s ah f t ah b aa k ow p er hh eh d,RRBI,Hindi
1155,L2_arctic_WAV/RRBI_arctic_a0246,y uw hh ae v hh er d ao l w ey z hh aw hh iy w ao z dh ah l ah v er ah v dh ah p r ih n s eh s n ey ow m iy,y uw hh ae v hh er d ao l w eh z hh aw hh iy w ao z dh ah l ah v er ah v dh ah p r ih n s eh z n ay ao m iy,RRBI,Hindi
1156,L2_arctic_WAV/RRBI_arctic_a0255,y uw w ow n t d ay ah v m ae l n uw t r ih sh ah n b iy sh uh r ah v dh ae t,y uw w ow n d ay ah f m aa l n uw t r ih sh ah n b iy sh ao r ah v dh ae t,RRBI,Hindi
1157,L2_arctic_WAV/RRBI_arctic_a0266,dh ey hh ae n d ah l d t uw m eh n ao l r eh d iy b ow th g r ah b th iy v z,dh eh hh ae n d ah l t uw m eh n ao l r eh d iy b ao t g r ah t iy v s,RRBI,Hindi
1158,L2_arctic_WAV/RRBI_arctic_a0269,dh ae t s w eh r dh ey k ah t ao f dh ah s k aa t ih sh ch iy f s ae n d k ih l d ao l hh ae n d z,d ae t s w eh r dh eh k ah t ao f dh ah s k ao t ih sh ch eh f s ae n d k ih l d ao l hh ae n d z,RRBI,Hindi
1159,L2_arctic_WAV/RRBI_arctic_a0272,y uw k ah n t ey k ah v ey k ey sh ah n aa n p ey,y uw k ah n t eh k ah v eh k eh sh ah n aa n p eh,RRBI,Hindi
1160,L2_arctic_WAV/RRBI_arctic_a0282,ih f y uw m iy n t uw ih n s ih n y uw ey t b r eh n t w uh d b ih g ae n hh aa t l iy,ih f y uw m iy n t uw ih n s ih n y uw eh t b r eh n t w uh d b ih g ae n hh ao t l iy,RRBI,Hindi
1161,L2_arctic_WAV/RRBI_arctic_a0292,hh iy r ih n dh ah m ih d m ao r n ih ng dh ah f er s t k ae zh ah l t iy ah k er d,hh iy ah ih n dh ah m ih d m ao n ih ng dh ah f ah s t k ae zh ah aa l t iy ah k er d,RRBI,Hindi
1162,L2_arctic_WAV/RRBI_arctic_a0301,b ah t ao l m ay d r iy m z v ay ah l ey t ih d dh ih s l ao,b ah t ao l m ay d r iy m s v ay ah l eh t ih d d ih s l ao,RRBI,Hindi
1163,L2_arctic_WAV/RRBI_arctic_a0303,b ah t dh ey m ey k dh ah m ih s t ey k ah v ih g n ao r ih ng dh eh r ow n d uw ae l ah t iy,b ah dh eh m eh k dh ah m ih s t eh k ah v ih g n ao r ih ng dh eh r ao n d uw ae l ah t iy,RRBI,Hindi
1164,L2_arctic_WAV/RRBI_arctic_a0365,dh iy z r uw m er z m ey iy v ih n er ih jh ah n ey t w ih th ah s,d iy z r uw m ah z m eh iy v ih n er ih jh ah n eh t w ih th ah s,RRBI,Hindi
1165,L2_arctic_WAV/RRBI_arctic_a0384,dh ah f aa r m er w er k s dh ah s oy l ae n d p r ah d uw s ah z g r ey n,dh ah f aa m ah w ah k s dh ah s oy l ae n p r ah d uw s ah z g r eh n,RRBI,Hindi
1166,L2_arctic_WAV/RRBI_arctic_a0405,ih t s iy m d dh ah ao r d ey n d ao r d er ah v th ih ng z dh ah t d ao g z sh uh d w er k,ih t s iy m d ah ao r d ey n d ao r d er ah v t ih ng z z ah t d ao g z sh uh d w ah k,RRBI,Hindi
1167,L2_arctic_WAV/RRBI_arctic_a0410,s ow w iy hh ae v t uw f ih t dh ah b ow t th r uw aw t w ih th oy l l ae m p s eh z w eh l,s ao w iy hh ae v t uw f ih t dh ah b ao t t r uw aw t w ih t oy l l ae m p s eh z w eh l,RRBI,Hindi
1168,L2_arctic_WAV/RRBI_arctic_a0411,ih t w ah l b r ey k aw er hh aa r t s ae n d aa r b ae k s t uw hh oy s t ae ng k er b ay hh ae n d,ih t w ah l b r eh k aw er hh aa r t s ae n aw r b ae k s t uw hh oy s t ae ng g er b aa hh ae n d,RRBI,Hindi
1169,L2_arctic_WAV/RRBI_arctic_a0416,dh ah ae d ih d w ey t hh ae d ah v ah l aa s ah t iy ah v f ih f t iy n m ay l z p er aw er,d ah ae d ih d w eh t hh ae d ah v ah l aa s ah t iy ah f f ih f t iy n m ay l z p er aw ah,RRBI,Hindi
1170,L2_arctic_WAV/RRBI_arctic_a0424,aa b v iy ah s l iy ih t w ah z ah d ih z iy z dh ah t k uh d b iy k aa n t r ae k t ah d b ay k aa n t ae k t,ao b iy ah s l iy ih t w ah z ah d ih z iy z dh ah t k uh d b iy k ao n t r ae k t ah d b ay k ao n t ae k t,RRBI,Hindi
1171,L2_arctic_WAV/RRBI_arctic_b0002,y uw g aa t aw t b ay f ay t ih ng ae n d ay th r uw ah p r ih t iy g er l,y uw g ao t aw b ay f ay t ih ng ae n d ay t r uw ah p r ih t iy g ah l,RRBI,Hindi
1172,L2_arctic_WAV/RRBI_arctic_b0017,eh v r iy th ih ng w ah z w er k ih ng s m uw dh l iy b eh t er dh ah n ay hh ae d ih k s p eh k t ih d,eh v r iy t ih ng w ah z w ah k ih ng s m uw t l iy b eh t er dh ah n ay hh ae d eh k s p eh k t ih d,RRBI,Hindi
1173,L2_arctic_WAV/RRBI_arctic_b0038,ih n hh er hh ey s t t uw g eh t ah w ey sh iy hh ae d f ao r g aa t ah n dh iy z th ih ng z,ih n hh ah hh eh s t t uw g eh t ah v eh sh iy hh ae d f ao g aa t ah n dh iy z t ih ng k s,RRBI,Hindi
1174,L2_arctic_WAV/RRBI_arctic_b0047,s ah p ow z y uw s ao m iy ae t w er k th r uw dh ah w ih n d ow,s ah p ow z y uw s ao m iy ae t v ah k t r uw dh ah w ih n d ow,RRBI,Hindi
1175,L2_arctic_WAV/RRBI_arctic_b0057,dh ey hh ae v w ah n p aa p y ah l er s eh n t ah m ah n t th r uw dh ah n uw z p ey p er z,dh eh hh ae w w ah n p ao p y ah l ah s eh n t ah m ah n th r uw dh ah n uw z p eh p ah s,RRBI,Hindi
1176,L2_arctic_WAV/RRBI_arctic_b0061,s ah m th ih ng ah b aw t ih t s iy m d t uw f ae s ah n ey t hh ih m t ah ch ae l ah n jh hh ih z p r eh z ah n s,s ah m d ih ng ah v aw t ih s iy m t uw f ae s ah n eh t hh ih m t ah ch ae l ah n ch hh ih z p r eh z ah n s,RRBI,Hindi
1177,L2_arctic_WAV/RRBI_arctic_b0073,w ih dh dh iy z aa r g y ah m ah n t s hh iy k ah n v ih n s t hh ih m s eh l f dh ae t hh iy sh uh d g ow ao n ah l ow n,w ih d iy z aa r g y ah m ah n t s hh iy k ah n v ih n s t hh ih m s eh l f dh ae t hh iy sh uh d g ao ao n ah l ao n,RRBI,Hindi
1178,L2_arctic_WAV/RRBI_arctic_b0081,y uw w er g ow ih ng t uw l iy v ae f t er y uw s ao ao n m iy ao n dh ah r aa k,y uw w er g ao ih ng t uw l iy v aa f t ah y uw s ao ao n m iy ao n dh ah r ao k,RRBI,Hindi
1179,L2_arctic_WAV/RRBI_arctic_b0089,hh er b y uw t ah f ah l hh eh r w ah z d ah n ah p ih n sh ay n ih ng k oy l z,hh er b y uw t ah f ah l hh eh r w ah z d ah n ah p ih n sh ay n ih ng k oy l s,RRBI,Hindi
1180,L2_arctic_WAV/RRBI_arctic_b0104,sh uw t ih ng p ey n z p ae s t l ay k f l ae sh ih z ah v ih l eh k t r ih s ah t iy th r uw hh ih z b aa d iy,sh uw t ih ng p ey n z p aa s t l ay k f l ae sh ih z ah f ih l eh k t r ih s ah t iy t r uw hh ih z b ao d iy,RRBI,Hindi
1181,L2_arctic_WAV/RRBI_arctic_b0118,w iy s ao y uh r l ay t ah n d th ao t y uw w uh d ah n t m ay n d ah k ao l,w ah s ao y uh r l ay t ah n t ao t y uw w uh d ah n t m ay n d ah k ao l,RRBI,Hindi
1182,L2_arctic_WAV/RRBI_arctic_b0136,s w ih f t l iy hh ih z ay z m eh zh er d dh ah s ih ch uw ey sh ah n,s w ih f t l iy hh ih z ay s m eh zh er dh ah s ih ch uw eh sh ah n,RRBI,Hindi
1183,L2_arctic_WAV/RRBI_arctic_b0141,ih t w ah z b iy t ih ng ae n d w ey t ih ng ih n dh ah ae m b uh sh ah v dh ow z b l ae k p ih t s,ih t w ah z b iy t ih ng ae n v eh t ih ng ih n dh ah ae m b uh sh ao f d ao z b l ae k p ih t s,RRBI,Hindi
1184,L2_arctic_WAV/RRBI_arctic_b0158,sh iy ow b ey d sh r ih ng k ih ng b ae k w ih dh dh ah b ey b iy ih n hh er aa r m z,sh iy ao b eh d sh r ih ng k ih ng b ae v ih dh dh ah b eh b iy ih n hh er aa m s,RRBI,Hindi
1185,L2_arctic_WAV/RRBI_arctic_b0160,ih t w ah z ow v er w eh n hh iy m ey d hh ih z w ey th r uw dh ah r ih ng ah v s p eh k t ey t er z,ih t w ah z ow w er v eh n hh iy m eh d hh ih z v eh t r uw d ah r ih ng g ah v s p eh k t eh t ah s,RRBI,Hindi
1186,L2_arctic_WAV/RRBI_arctic_b0171,hh iy ch ey n jh d hh ih z s iy t f ao r ah s t iy m er r iy k l ay n ih ng ch eh r,hh iy ch ey n ch d hh ih z s iy t f ao r ah s t iy m er r iy k l ay n ih ng ch eh r,RRBI,Hindi
1187,L2_arctic_WAV/RRBI_arctic_b0197,dh ah p l ae n t er z aa r ao l r eh d iy k ah n s ih d er ih ng dh ah m ae t er,dh ah p l aa n t ah z aa err ao l r eh d iy k ah n s ih d er ih ng dh ah m ae t ah,RRBI,Hindi
1188,L2_arctic_WAV/RRBI_arctic_b0215,ih t ih z ah g uh d p r aa p er t iy ae n d w er th m ao r dh ah n dh ae t,ih d ih z ah g uh d p r ao p ah t iy ae n w er m ao r dh ah n dh ae t,RRBI,Hindi
1189,L2_arctic_WAV/RRBI_arctic_b0315,ae n d dh ih s w ao z dh eh r s ow l k aa n v er s ey sh ah n th r uw aw t dh ah m iy l,ae n d ih s w ao z dh eh r s ao l k aa n v ah zh eh sh ah n th r uw aw d ah m iy l,RRBI,Hindi
1190,L2_arctic_WAV/RRBI_arctic_b0317,hh iy d ih d n aa t b ih l iy v ih n dh ah b er n ih ng ah v d ey l ay t f r er s ah ch ah l ah g zh er iy,hh iy d ih d n aa t b ih l iy v ih n dh ah b ah n ih ng ah f d eh l ay t f ah s ah ch ah l ah g zh er iy,RRBI,Hindi
1191,L2_arctic_WAV/RRBI_arctic_b0321,ih n s t eh d hh iy er ay v d ao n dh ah n ay t ah v dh ah s eh k ah n d d ey,ih n s t eh d hh iy er ay v d ao n dh ah n ay t ah f dh ah s eh k ah n d eh,RRBI,Hindi
1192,L2_arctic_WAV/RRBI_arctic_b0371,y iy l d y ao r s eh l f t ah dh ah w ao t er z dh ah t aa r r ih p ih ng ae n d t eh r ih ng ae t y uw,y iy l d y ao s eh l f t ah dh ah w ao t ah z dh ah t aa r r ih p ih ng ae n t eh r ih ng ae t y uw,RRBI,Hindi
1193,L2_arctic_WAV/RRBI_arctic_b0396,dh ah p ey n f r ah m m ay hh er t n iy w ao z ae g ah n ay z ih ng,dh ah p ey n f r ah m m ay hh er t n iy v ao z eh g ah n ay z ih ng,RRBI,Hindi
1194,L2_arctic_WAV/RRBI_arctic_b0411,hh iy g ey v n ow r iy z ah n b ah t hh ih z m ow t ih v w ao z aa b v iy ah s ih n ah f,hh iy g eh v n ao r iy z ah n b ah t hh ih z m ao t ih v w ao z ao b iy ah s ih n ah f,RRBI,Hindi
1195,L2_arctic_WAV/RRBI_arctic_b0433,w iy er k uh k ih ng aa n dh ah k ow l s t ow v ae n d ao n dh ah oy l b er n er z,v iy er k uh k ih ng aa n dh ah k ao l s t ao v ae n d ao n dh ah oy l b ah n ah s,RRBI,Hindi
1196,L2_arctic_WAV/SKA_arctic_a0003,f ao r dh ah t w eh n t iy ih th t ay m dh ah t iy v n ih ng dh ah t uw m eh n sh uh k hh ae n d z,f ao r dh ah t w eh n t iy n th t ay m dh eh t iy v n ih ng dh ah t uw m eh n sh uh k hh ae n d z,SKA,Arabic
1197,L2_arctic_WAV/SKA_arctic_a0005,w ih l w iy eh v er f ao r g eh t ih t,w eh l w iy eh v er f ao r g eh t ih,SKA,Arabic
1198,L2_arctic_WAV/SKA_arctic_a0006,g aa d b l eh s ah m ay hh ow p ay w ih l g ow aa n s iy ih ng dh eh m f er eh v er,g aa d b ah l eh s ah m ay hh ao b ay w ih l g ao aa n s iy ih ng g dh eh m f er eh v er,SKA,Arabic
1199,L2_arctic_WAV/SKA_arctic_a0007,ae n d y uw ao l w iy z w aa n t t ah s iy ih t ih n dh ah s uh p er l ah t ih v d ih g r iy,ae n d y uw ao l w iy z w aa n t t ah s iy ih t ih n dh ah s uh b er l ey t ih v d ih g r iy,SKA,Arabic
1200,L2_arctic_WAV/SKA_arctic_a0008,g ae d y uh r l eh t er k ey m jh ah s t ih n t ay m,g ae d y uh l eh t ah r k eh m zh ah s t ih n t ay m,SKA,Arabic
1201,L2_arctic_WAV/SKA_arctic_a0010,ay m p l ey ih ng ah s ih ng g ah l hh ae n d ih n w ah t l uh k s l ay k ah l uw z ih ng g ey m,ay m b l ey ih ng ah s ih ng g ah l hh ae n d ih n w ah t l uh k s l ay k ah l uw z ih ng g g eh m,SKA,Arabic
1202,L2_arctic_WAV/SKA_arctic_a0011,ih f ay eh v er n iy d ih d ah f ay t er ih n m ay l ay f ay n iy d w ah n n aw,ih f ay ih v er n iy d ih d ah f ay t er ih n m ay l ay f ay n iy d w ah n n aw,SKA,Arabic
1203,L2_arctic_WAV/SKA_arctic_a0013,hh iy w ah z ah hh eh d sh ao r t er dh ae n hh ih z k ah m p ae n y ah n ah v ao l m ow s t d eh l ah k ah t f ah z iy k,hh iy w ah z ah hh eh d ch ao r t er dh ae n hh ih z k ah m b ae n y ah n ah v aa l m ow s t d eh l ah k ah t f ah z iy k,SKA,Arabic
1204,L2_arctic_WAV/SKA_arctic_a0018,dh eh r w ao z ah ch ey n jh n aw,dh eh r w ao z ah ch eh n jh ah n aw,SKA,Arabic
1205,L2_arctic_WAV/SKA_arctic_a0019,ay f aa l ow d dh ah l ay n ah v dh ah p r ah p ow z d r ey l r ow d l uh k ih ng f ao r ch ae n s ih z,ay f aa l ao d dh ah l ey n ah v dh ah b r ah b ao z ah l r ey l ao d l uh k ih ng g f ao r ch ae n s ih s,SKA,Arabic
1206,L2_arctic_WAV/SKA_arctic_a0020,k l ah b z ae n d b ao l z ae n d s ih t iy z g r uw t uw b iy ow n l iy m eh m er iy z,k l ah b z ae n d b ao l z ae n d s ih t iy z g r uw t uw b iy ao n l iy m eh m er iy z,SKA,Arabic
1207,L2_arctic_WAV/SKA_arctic_a0021,ih t f eh r l iy k l ah b d m iy ih n t uw r eh k ah g n ay z ih ng ih t,ih t f r iy l iy k l ah b d ah m iy ih n t uw r eh k ah g n ay z ih ng g ih t,SKA,Arabic
1208,L2_arctic_WAV/SKA_arctic_a0022,hh aa r d l iy w er aw er p l ae n z m ey d p ah b l ih k b iy f ao r w iy w er m eh t b ay p aw er f ah l aa p ah z ih sh ah n,hh aa r d l iy w eh r aw er b l ae n z m eh d p ah b l ih k b iy f ao r w iy w eh r m eh t b ay b aw er f ah l ao b ah z ih sh ah n,SKA,Arabic
1209,L2_arctic_WAV/SKA_arctic_a0023,ah k aa m b ah n ey sh ah n ah v k ah n ey d iy ah n k ae p ih t ah l k w ih k l iy ao r g ah n ay z d ae n d p ah t ih sh ah n d f ao r dh ah s ey m p r ih v l ih jh ih z,ah k aa m b ah n ey sh ah n ah v k eh n jh jh ah n k ae b ih t ah l k w ih k l iy ao r g ah n ay z d ae n d ah b ah t ih sh ah n d f ao r dh ah s ey m b l ih v ih jh ih z,SKA,Arabic
1210,L2_arctic_WAV/SKA_arctic_a0024,ih t w ao z m ay r iy p ao r t s f r ah m dh ah n ao r th hh w ih ch ch iy f l iy ih n d uw s t p iy p ah l t ah b ay,ih t w ao z m ay r iy b ao r d z f r ah m dh ah n ao r th hh w ih ch ch iy f l iy ih n d uw z d b iy b ah l t ah b ay,SKA,Arabic
1211,L2_arctic_WAV/SKA_arctic_a0025,ay w ah z ah b aw t t ah d uw dh ih s w ih n k uw l er jh ah jh m ah n t p r iy v ey l d,ay w ah z ah b aw t ah d uw dh ih s w ih n k ah l er zh ah jh m ah n t b r iy v eh l d,SKA,Arabic
1212,L2_arctic_WAV/SKA_arctic_a0026,ih t ah k er d t uw m iy dh ae t dh eh r w uh d hh ae v t uw b iy ae n ah k aw n t ih ng,ih t ao k eh r d t uw m iy dh ae dh eh r w uh d hh ae v t uw b iy ae n ah k aw n t ih ng g,SKA,Arabic
1213,L2_arctic_WAV/SKA_arctic_a0027,t uw m ay s ah p r ay z hh iy b iy g ae n t ih sh ow ae k ch ah w ah l ih n th uw z iy ae z ah m ih n m ay f ey v er,t uw m ay s ah p r ay z hh iy b iy g ae n t ih sh ao ae k ch ah w ah l ih n th y uw z ae s ah m ih n m ay f eh v er,SKA,Arabic
1214,L2_arctic_WAV/SKA_arctic_a0028,r aa b er iy b r ay b er iy f r ao d,r aa b er iy b r eh b er iy f r ao d,SKA,Arabic
1215,L2_arctic_WAV/SKA_arctic_a0029,dh eh r f ao r s ih z w er ao r eh d iy m uw v ih ng ih n t uw dh ah n ao r th k ah n t r iy,dh eh r f ao r s ih z w eh l ao l r eh d iy m uw v ih ng ih n t uw dh ah n ao r th k ah n t r iy,SKA,Arabic
1216,L2_arctic_WAV/SKA_arctic_a0030,ay hh ae d f ey th ih n dh eh m,ay hh ae d f ey th ih n dh eh m,SKA,Arabic
1217,L2_arctic_WAV/SKA_arctic_a0031,dh ey w er th r iy hh ah n d r ih d y aa r d z ah p aa r t,dh ey w er th r iy hh ah n d r ih d y aa r d ah z d ah b aa r t,SKA,Arabic
1218,L2_arctic_WAV/SKA_arctic_a0032,s ih n s dh eh n s ah m m ih s t ih r iy ah s f ao r s hh ae z b ih n f ay t ih ng ah s ae t eh v r iy s t eh p,s ih n s dh eh n s ah m m ih s t ih r iy ah r s f ao r s hh ae z b ih n f ay t ih ng g ah s ae t eh v r iy s t eh p,SKA,Arabic
1219,L2_arctic_WAV/SKA_arctic_a0036,sh iy t er n d ih n ae t dh ah hh ow t eh l,sh iy t er n eh d ih n ae dh ah hh ao t eh l,SKA,Arabic
1220,L2_arctic_WAV/SKA_arctic_a0037,ay w ao z dh ah ow n l iy w ah n hh uw r iy m ey n d s ih t ih ng,ay ao l w eh z dh ah ao n l iy w ah n hh uw r iy m ay n d eh s ih t ih ng g,SKA,Arabic
1221,L2_arctic_WAV/SKA_arctic_a0038,w ih l hh ae v t uw w ao ch aw er ch ae n s ih z,w ih l hh ae v t uw w ao ch aw er ch aa n s ih s,SKA,Arabic
1222,L2_arctic_WAV/SKA_arctic_a0039,dh ah sh ih p sh uh d b iy ih n w ih dh ih n ah w iy k ao r t eh n d ey z,dh ah sh ih p sh uh d b iy ih n w ih dh ih n ah w iy k ao r t eh n d ey z,SKA,Arabic
1223,L2_arctic_WAV/SKA_arctic_a0040,ay s ah p ow z y uw w ah n d er w ay sh iy ih z k ah m ih ng ah p hh iy r,ay s ah b ao z y uw w ah n d er w ay sh iy ih z k ah m ih ng g ah p hh iy r,SKA,Arabic
1224,L2_arctic_WAV/SKA_arctic_a0041,m iy n w ay l ay l g ow aw t t uw b r iy dh ah s p eh l,m iy n w ay l ay l g ao aw t uw b r iy th ah s p eh l,SKA,Arabic
1225,L2_arctic_WAV/SKA_arctic_a0042,hh aw k uh d hh iy ih k s p l ey n hh ih z p ah z eh sh ah n ah v dh ah s k eh ch,hh aw k uh d hh iy ih k s ah b l eh n hh ih z b ao z eh sh ah n ao v dh ah s t eh ch,SKA,Arabic
1226,L2_arctic_WAV/SKA_arctic_a0045,hh iy m uw v d ah w ey ae z k w ay ah t l iy ae z hh iy hh ae d k ah m,hh iy m uw v d ah w ey ae z k w ay ah t l iy ae z hh iy hh ae d k ah m,SKA,Arabic
1227,L2_arctic_WAV/SKA_arctic_a0046,dh ah g er l f ey s t hh ih m hh er ay z sh ay n ih ng w ih th s ah d ah n f ih r,dh ah g er l f ey z d hh ih m hh er ay z sh ay n ih ng g w ih th sh s ah d ah n f ih r,SKA,Arabic
1228,L2_arctic_WAV/SKA_arctic_a0047,k l ow z b iy s ay d hh ih m g l iy m d dh ah w ay t f ae ng z ah v dh ah w uh l f d ao g,k l ao z b iy s ay d hh ih m g l eh m d dh ah w ay t f ae ng z ah v dh ah w uh l f eh d ao g,SKA,Arabic
1229,L2_arctic_WAV/SKA_arctic_a0048,hh iy l uh k t ae t dh ah hh ae ng k er ch iy f m ao r k l ow s l iy,hh iy l uh g d ae dh ah hh ae ng k er ch iy f m ao r k l ao z l iy,SKA,Arabic
1230,L2_arctic_WAV/SKA_arctic_a0051,dh ah l ey s w ao z ah v ah d eh l ah k ah t ay v er iy k ah l er f ey n t l iy t ih n t ih d w ih th y eh l ow,dh ah l ey s w ao z ah v ah d eh l ah k ah t ay v r iy k ah l er f eh t l iy eh n t ey n d ih d w ih th y eh l ow,SKA,Arabic
1231,L2_arctic_WAV/SKA_arctic_a0052,ih t w ah z ah k y uh r iy ah s k ow ih n s ih d ah n s,ih t w ah z ah k y ah r iy ah s k ao n s ih d ah n s,SKA,Arabic
1232,L2_arctic_WAV/SKA_arctic_a0053,s ah d ah n l iy hh ih z f ih ng g er z k l ow z d t ay t l iy ow v er dh ah hh ae ng k er ch iy f,s ah d ah n l iy hh ih z f ih ng g er z k l ao z ah t ay t l iy ao v er dh ah hh ae ng g er ch iy f,SKA,Arabic
1233,L2_arctic_WAV/SKA_arctic_a0054,dh eh r w ao z n ah th ih ng ao n dh ah r aa k,dh eh r w ao z n ah th ih ng g ao n dh ah r aa k,SKA,Arabic
1234,L2_arctic_WAV/SKA_arctic_a0058,ay k ey m f ao r ih n f ao r m ey sh ah n m ao r aw t ah v k y uh r iy aa s ah t iy dh ae n eh n iy th ih ng eh l s,ay k eh m f ao r ih n f ao r m ey sh ah n m ao r aw t ah v k y uh r iy aa z ah t iy dh ae n eh n iy th ih ng g eh l s,SKA,Arabic
1235,L2_arctic_WAV/SKA_arctic_a0059,hh ih z ih m ae k y uw l ih t ah p ih r ah n s w ao z g ao n,hh ih z ih m ih k uw l ey t ah p ih r ah n s w ao z g ao n,SKA,Arabic
1236,L2_arctic_WAV/SKA_arctic_a0060,eh n iy w ey n ow w ah n s ao hh er l ay k dh ae t,eh n iy w ey n ao w ah n s ao hh er l ay dh ae t,SKA,Arabic
1237,L2_arctic_WAV/SKA_arctic_a0062,dh ah m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s,dh ah m eh n s t aa r t ah d ih n t uw iy ch ah dh er z f ey s,SKA,Arabic
1238,L2_arctic_WAV/SKA_arctic_a0063,y eh s ih t w ah z ah m ae n hh uw ae s k t ah s t r ey n jh er,y eh s ih t w ah z ah m ae n hh uw aa s k eh d ah s t r eh n jh er,SKA,Arabic
1239,L2_arctic_WAV/SKA_arctic_a0064,dh ah f ao r th ae n d f ih th d ey z p ae s t w ih dh aw t eh n iy d ih v eh l ah p m ah n t s,dh ah f ao r th ae n d f ih th d ey z p ae z d w ih dh aw t eh n iy d ih v eh l ah p m ah n t s,SKA,Arabic
1240,L2_arctic_WAV/SKA_arctic_a0065,dh ey k l ow z d n aw ah n t ih l hh ih z f ih ng g er z w er l ay k k ao r d z ah v s t iy l,dh ey k l ao z n aw ah n t ih l hh ih z f ih ng g er z w er l ay k ao r d ah z ah v s t iy l,SKA,Arabic
1241,L2_arctic_WAV/SKA_arctic_a0067,sh uh r l iy ay w ih l ih k s k y uw z y uw sh iy k r ay d,sh uh r l iy ay w ih l ih k s k y uw z y uw sh iy k r ay d,SKA,Arabic
1242,L2_arctic_WAV/SKA_arctic_a0071,hh w ah t w ah z dh ah aa b jh eh k t ah v y uh r l ih t ah l s eh n s ey sh ah n,hh w ah t w ah z dh ah aa b jh eh k t ah v y uh r l ih t ah l s eh n s ey sh ah n,SKA,Arabic
1243,L2_arctic_WAV/SKA_arctic_a0073,dh ah p r ah m ow t er z ay z w er hh eh v iy w ih th l ih t ah l p ah f iy b ae g z ah n d er dh eh m,dh ah b r ao m ao t er s ay z w er hh eh v iy w ih th l ih t ah l b ah f iy b ae g z ah n d er z eh m,SKA,Arabic
1244,L2_arctic_WAV/SKA_arctic_a0075,dh eh r hh ae z b ih n ah ch ey n jh sh iy ih n t er ah p t ih d hh ih m,dh eh r hh ae z b ih n ah ch eh n jh sh iy ih n t er ah p t ih d hh ih m,SKA,Arabic
1245,L2_arctic_WAV/SKA_arctic_a0076,dh ah g r ey ay z f aa l t er d dh ah f l ah sh d iy p ah n d,dh ah g r ey ay z f aa l t er d dh ah f l ae sh d iy p ah n d,SKA,Arabic
1246,L2_arctic_WAV/SKA_arctic_a0077,ih t ih z dh ah f ay er p aa r t l iy sh iy s eh d,ih t ih z dh ah f ay er p aa r t l iy sh iy s eh d,SKA,Arabic
1247,L2_arctic_WAV/SKA_arctic_a0078,dh eh n ae n d ae t s ah p er hh iy t r ay d t ah f ae dh ah m hh ah r,z eh n ae n d ae t s ah b ah hh iy t r ay d t ah f ah z ah m hh eh r,SKA,Arabic
1248,L2_arctic_WAV/SKA_arctic_a0079,ih t w ah z ah l aa r jh k ah n uw,ih t w ah z ah l aa zh k ao n ah,SKA,Arabic
1249,L2_arctic_WAV/SKA_arctic_a0081,hh w ah t ih f sh iy d ih d n aa t k ah m t uw dh ah r aa k,hh w aa t ih f sh iy d ih d n ao t k ah m t uw z ah r aa k,SKA,Arabic
